ID_Venta,Fecha,Pais,Ciudad,Cliente,Producto,Categoria,Cantidad,Precio_Unitario,Monto_Total,Medio_Envio,Estado_Envio
536,3/9/2024,Brasil,Rio de Janeiro,Juan Lopez,Teclado,Accesorios,3,565.9,1697.7,Maritimo,Entregado
537,18/6/2024,Ecuador,Guayaquil,Lucia Sanchez,Camara,Electronica,1,274.27,274.27,Maritimo,Entregado
538,17/12/2024,Venezuela,Maracaibo,Ana Sanchez,Monitor,Electronica,2,1078.63,2157.26,Aereo,Cancelado
539,18/11/2024,Venezuela,Caracas,Ana Sanchez,Teclado,Accesorios,3,770.73,2312.19,Aereo,Entregado
540,29/5/2024,Chile,Valparaiso,Laura Rodriguez,Silla ergonomica,Muebles,3,515.67,1547.01,Aereo,Pendiente
541,10/8/2024,Paraguay,Ciudad del Este,Maria Sanchez,Camara,Electronica,5,1027.58,5137.9,Terrestre,Pendiente
542,14/3/2024,Chile,Concepcion,Laura Rodriguez,Escritorio,Muebles,3,726.92,2180.76,Aereo,Pendiente
543,30/8/2024,Colombia,Bogota,Pedro Perez,Silla ergonomica,Muebles,5,39.26,196.3,Aereo,Pendiente
544,12/4/2024,Paraguay,Encarnacion,Juan Martinez,Auriculares,Accesorios,3,1088.57,3265.71,Maritimo,En transito
545,23/2/2025,Chile,Santiago,Juan Sanchez,Camara,Electronica,4,233.78,935.12,Terrestre,Entregado
546,22/7/2024,Peru,Lima,Pedro Martinez,Tablet,Electronica,2,267.49,534.98,Maritimo,Cancelado
547,5/6/2024,Paraguay,Asuncion,Laura Garcia,Escritorio,Muebles,4,498.05,1992.2,Maritimo,Pendiente
548,12/10/2024,Ecuador,Quito,Juan Rodriguez,Camara,Electronica,4,647.07,2588.28,Aereo,Cancelado
549,14/3/2024,Bolivia,La Paz,Lucia Sanchez,Laptop,Electronica,3,872.21,2616.63,Terrestre,Pendiente
550,8/9/2024,Peru,Cusco,Maria Garcia,Auriculares,Accesorios,1,904.91,904.91,Terrestre,Entregado
551,15/9/2024,Argentina,Buenos Aires,Laura Lopez,Auriculares,Accesorios,4,800.12,3200.48,Aereo,En transito
552,7/9/2024,Venezuela,Maracaibo,Juan Garcia,Celular,Electronica,4,297.26,1189.04,Aereo,Cancelado
553,2/1/2025,Argentina,Rosario,Juan Garcia,Teclado,Accesorios,5,506.2,2531,Terrestre,Pendiente
554,2/5/2024,Peru,Lima,Luis Perez,Auriculares,Accesorios,1,636.46,636.46,Aereo,En transito
555,19/1/2025,Peru,Lima,Laura Sanchez,Camara,Electronica,1,687.87,687.87,Aereo,Pendiente
556,5/12/2024,Paraguay,Ciudad del Este,Carlos Sanchez,Laptop,Electronica,2,256.98,513.96,Terrestre,En transito
557,27/9/2024,Uruguay,Paysandu,Ana Martinez,Silla ergonomica,Muebles,3,202.55,607.65,Terrestre,Cancelado
558,29/12/2024,Colombia,Bogota,Luis Sanchez,Camara,Electronica,2,886.34,1772.68,Terrestre,Pendiente
559,25/12/2024,Peru,Cusco,Laura Lopez,Escritorio,Muebles,5,715.76,3578.8,Terrestre,Entregado
560,17/11/2024,Uruguay,Paysandu,Juan Garcia,Escritorio,Muebles,3,94.01,282.03,Aereo,Entregado
561,15/12/2024,Chile,Valparaiso,Juan Martinez,Silla ergonomica,Muebles,3,546.93,1640.79,Terrestre,En transito
562,5/11/2024,Paraguay,Asuncion,Carlos Martinez,Monitor,Electronica,4,576.61,2306.44,Maritimo,En transito
563,14/6/2024,Chile,Valparaiso,Juan Garcia,Camara,Electronica,5,1073.74,5368.7,Terrestre,Cancelado
564,22/10/2024,Paraguay,Ciudad del Este,Carlos Rodriguez,Tablet,Electronica,5,577.89,2889.45,Aereo,Cancelado
565,30/1/2025,Brasil,Rio de Janeiro,Ana Garcia,Monitor,Electronica,2,1187.91,2375.82,Terrestre,En transito
566,18/6/2024,Ecuador,Cuenca,Juan Sanchez,Camara,Electronica,5,529.28,2646.4,Aereo,Cancelado
567,11/1/2025,Chile,Santiago,Ana Lopez,Tablet,Electronica,1,201.97,201.97,Terrestre,Cancelado
568,29/5/2024,Paraguay,Ciudad del Este,Carlos Lopez,Tablet,Electronica,3,615.4,1846.2,Maritimo,Cancelado
569,28/11/2024,Colombia,Medellin,Luis Sanchez,Monitor,Electronica,1,962.6,962.6,Maritimo,Entregado
570,4/5/2024,Ecuador,Cuenca,Maria Martinez,Impresora,Oficina,4,599.49,2397.96,Aereo,Entregado
571,27/4/2024,Venezuela,Maracaibo,Ana Garcia,Escritorio,Muebles,1,160.35,160.35,Aereo,Entregado
572,2/6/2024,Paraguay,Encarnacion,Carlos Lopez,Silla ergonomica,Muebles,5,156.81,784.05,Terrestre,Entregado
573,8/2/2025,Brasil,Brasilia,Pedro Martinez,Monitor,Electronica,3,254.93,764.79,Terrestre,Cancelado
574,10/6/2024,Colombia,Medellin,Lucia Martinez,Teclado,Accesorios,4,708.09,2832.36,Terrestre,Cancelado
575,20/8/2024,Colombia,Medellin,Pedro Rodriguez,Tablet,Electronica,2,44.63,89.26,Maritimo,Entregado
576,21/10/2024,Colombia,Medellin,Laura Rodriguez,Celular,Electronica,3,703.09,2109.27,Aereo,Pendiente
577,10/7/2024,Venezuela,Valencia,Maria Perez,Monitor,Electronica,1,632.58,632.58,Maritimo,En transito
578,21/2/2025,Uruguay,Paysandu,Maria Martinez,Camara,Electronica,5,1068.45,5342.25,Aereo,Pendiente
579,6/3/2025,Ecuador,Guayaquil,Pedro Martinez,Celular,Electronica,4,656.23,2624.92,Aereo,Pendiente
580,16/10/2024,Brasil,Rio de Janeiro,Pedro Sanchez,Laptop,Electronica,2,386.78,773.56,Terrestre,Pendiente
581,13/10/2024,Colombia,Cali,Juan Garcia,Laptop,Electronica,4,23.33,93.32,Aereo,Pendiente
582,3/1/2024,Peru,Arequipa,Ana Sanchez,Teclado,Accesorios,1,135.74,135.74,Aereo,En transito
583,6/2/2025,Brasil,Rio de Janeiro,Luis Garcia,Celular,Electronica,1,208.48,208.48,Aereo,Pendiente
584,28/7/2024,Argentina,Rosario,Carlos Martinez,Auriculares,Accesorios,3,237.71,713.13,Aereo,Pendiente
585,28/10/2024,Venezuela,Maracaibo,Ana Martinez,Escritorio,Muebles,1,651.38,651.38,Maritimo,Entregado
586,4/8/2024,Peru,Arequipa,Lucia Martinez,Laptop,Electronica,5,790.85,3954.25,Aereo,Entregado
587,4/9/2024,Brasil,Brasilia,Pedro Martinez,Laptop,Electronica,4,645.42,2581.68,Terrestre,En transito
588,22/11/2024,Chile,Concepcion,Ana Martinez,Silla ergonomica,Muebles,4,638.77,2555.08,Maritimo,Entregado
589,16/3/2025,Argentina,Buenos Aires,Carlos Martinez,Camara,Electronica,3,217.29,651.87,Maritimo,En transito
590,24/12/2024,Venezuela,Maracaibo,Carlos Rodriguez,Tablet,Electronica,2,208.94,417.88,Maritimo,Entregado
591,10/5/2024,Peru,Cusco,Luis Rodriguez,Tablet,Electronica,2,148.25,296.5,Maritimo,En transito
592,2/3/2025,Brasil,Brasilia,Carlos Lopez,Celular,Electronica,5,1101.63,5508.15,Maritimo,Entregado
593,3/5/2024,Ecuador,Cuenca,Carlos Perez,Celular,Electronica,5,886.91,4434.55,Aereo,Entregado
594,14/11/2024,Colombia,Cali,Lucia Martinez,Laptop,Electronica,3,646.75,1940.25,Maritimo,Entregado
595,11/11/2024,Ecuador,Cuenca,Maria Garcia,Auriculares,Accesorios,4,878.14,3512.56,Aereo,Cancelado
596,25/8/2024,Ecuador,Cuenca,Carlos Martinez,Camara,Electronica,3,1095.21,3285.63,Maritimo,Cancelado
597,30/4/2024,Uruguay,Salto,Lucia Perez,Impresora,Oficina,1,191.62,191.62,Aereo,Pendiente
598,2/7/2024,Venezuela,Valencia,Laura Lopez,Celular,Electronica,2,826.87,1653.74,Maritimo,Entregado
599,11/7/2024,Paraguay,Asuncion,Luis Rodriguez,Celular,Electronica,3,116.38,349.14,Maritimo,En transito
600,7/5/2024,Peru,Cusco,Maria Perez,Celular,Electronica,4,1102.07,4408.28,Maritimo,Entregado
601,29/10/2024,Paraguay,Ciudad del Este,Pedro Lopez,Escritorio,Muebles,2,306.4,612.8,Aereo,Cancelado
602,21/7/2024,Peru,Arequipa,Carlos Garcia,Silla ergonomica,Muebles,1,366.76,366.76,Terrestre,Pendiente
603,19/3/2025,Colombia,Bogota,Carlos Sanchez,Auriculares,Accesorios,4,663.12,2652.48,Terrestre,Pendiente
604,7/7/2024,Peru,Lima,Laura Rodriguez,Monitor,Electronica,1,935.74,935.74,Aereo,En transito
605,28/2/2024,Peru,Arequipa,Maria Perez,Teclado,Accesorios,3,642.03,1926.09,Terrestre,Cancelado
606,30/12/2024,Paraguay,Encarnacion,Laura Rodriguez,Escritorio,Muebles,5,144.9,724.5,Maritimo,Pendiente
607,19/7/2024,Colombia,Cali,Luis Lopez,Camara,Electronica,3,499.93,1499.79,Terrestre,Cancelado
608,30/7/2024,Chile,Concepcion,Laura Perez,Tablet,Electronica,1,808.72,808.72,Terrestre,Cancelado
609,13/6/2024,Chile,Concepcion,Maria Perez,Laptop,Electronica,3,535.95,1607.85,Maritimo,Pendiente
610,8/2/2024,Bolivia,Santa Cruz,Luis Perez,Camara,Electronica,2,695.4,1390.8,Maritimo,En transito
611,1/11/2024,Uruguay,Montevideo,Luis Sanchez,Celular,Electronica,4,443.08,1772.32,Aereo,En transito
612,28/1/2024,Ecuador,Cuenca,Maria Lopez,Monitor,Electronica,5,652.94,3264.7,Aereo,En transito
613,3/4/2024,Peru,Lima,Lucia Perez,Celular,Electronica,3,643.32,1929.96,Maritimo,En transito
614,20/2/2025,Colombia,Cali,Luis Sanchez,Teclado,Accesorios,1,429.51,429.51,Terrestre,Cancelado
615,15/9/2024,Uruguay,Salto,Juan Rodriguez,Laptop,Electronica,1,905.23,905.23,Terrestre,En transito
616,28/3/2024,Venezuela,Maracaibo,Pedro Garcia,Silla ergonomica,Muebles,1,880.5,880.5,Maritimo,Entregado
617,31/5/2024,Colombia,Bogota,Ana Martinez,Silla ergonomica,Muebles,2,388.63,777.26,Maritimo,Entregado
618,21/8/2024,Paraguay,Asuncion,Juan Rodriguez,Escritorio,Muebles,1,674.74,674.74,Maritimo,Cancelado
619,15/7/2024,Ecuador,Cuenca,Laura Lopez,Teclado,Accesorios,1,953.67,953.67,Terrestre,En transito
620,11/3/2025,Chile,Santiago,Laura Rodriguez,Laptop,Electronica,5,733.76,3668.8,Terrestre,Pendiente
621,16/3/2024,Paraguay,Asuncion,Pedro Perez,Silla ergonomica,Muebles,1,1028.21,1028.21,Maritimo,Pendiente
622,4/3/2024,Argentina,Buenos Aires,Ana Rodriguez,Impresora,Oficina,5,889.16,4445.8,Maritimo,Entregado
623,29/12/2024,Ecuador,Guayaquil,Juan Lopez,Monitor,Electronica,1,197.81,197.81,Aereo,En transito
624,17/7/2024,Brasil,Sao Paulo,Ana Lopez,Celular,Electronica,5,97.57,487.85,Aereo,Cancelado
625,8/2/2024,Venezuela,Caracas,Laura Rodriguez,Silla ergonomica,Muebles,2,1041.48,2082.96,Maritimo,Cancelado
626,23/1/2024,Brasil,Sao Paulo,Maria Martinez,Camara,Electronica,3,268.18,804.54,Maritimo,En transito
627,22/11/2024,Paraguay,Asuncion,Carlos Perez,Tablet,Electronica,3,569.28,1707.84,Maritimo,Cancelado
628,4/8/2024,Uruguay,Paysandu,Luis Lopez,Auriculares,Accesorios,5,1156.33,5781.65,Maritimo,Entregado
629,10/1/2024,Uruguay,Montevideo,Juan Perez,Escritorio,Muebles,3,1107.97,3323.91,Maritimo,Cancelado
630,11/3/2025,Colombia,Bogota,Maria Garcia,Celular,Electronica,5,593.65,2968.25,Aereo,Pendiente
631,29/5/2024,Bolivia,La Paz,Maria Garcia,Teclado,Accesorios,2,151.16,302.32,Terrestre,En transito
632,2/1/2024,Brasil,Rio de Janeiro,Pedro Garcia,Teclado,Accesorios,2,513.62,1027.24,Aereo,Pendiente
633,10/12/2024,Chile,Concepcion,Maria Perez,Escritorio,Muebles,5,1093.52,5467.6,Aereo,En transito
634,8/5/2024,Brasil,Sao Paulo,Laura Martinez,Teclado,Accesorios,4,905.86,3623.44,Maritimo,Pendiente
635,11/1/2025,Bolivia,La Paz,Pedro Martinez,Silla ergonomica,Muebles,4,279.56,1118.24,Maritimo,Cancelado
636,4/2/2024,Brasil,Brasilia,Ana Rodriguez,Escritorio,Muebles,5,902.79,4513.95,Aereo,Entregado
637,1/5/2024,Venezuela,Valencia,Luis Martinez,Auriculares,Accesorios,2,601.64,1203.28,Terrestre,Pendiente
638,18/10/2024,Peru,Arequipa,Carlos Perez,Monitor,Electronica,2,744.68,1489.36,Aereo,Pendiente
639,11/2/2024,Colombia,Cali,Laura Perez,Auriculares,Accesorios,2,87.38,174.76,Aereo,En transito
640,28/6/2024,Ecuador,Guayaquil,Ana Lopez,Teclado,Accesorios,5,665.81,3329.05,Terrestre,Cancelado
641,2/9/2024,Paraguay,Ciudad del Este,Carlos Rodriguez,Impresora,Oficina,5,1147.46,5737.3,Terrestre,Cancelado
642,13/9/2024,Chile,Santiago,Juan Sanchez,Auriculares,Accesorios,4,198.23,792.92,Terrestre,Pendiente
643,22/2/2024,Bolivia,Santa Cruz,Luis Lopez,Silla ergonomica,Muebles,3,927.03,2781.09,Aereo,Pendiente
644,8/8/2024,Argentina,Cordoba,Pedro Garcia,Auriculares,Accesorios,1,394.84,394.84,Terrestre,Entregado
645,22/9/2024,Argentina,Cordoba,Pedro Sanchez,Auriculares,Accesorios,3,597.56,1792.68,Maritimo,Pendiente
646,6/2/2024,Bolivia,Cochabamba,Luis Lopez,Silla ergonomica,Muebles,4,530.02,2120.08,Aereo,En transito
647,20/11/2024,Brasil,Rio de Janeiro,Laura Martinez,Tablet,Electronica,2,297.06,594.12,Maritimo,En transito
648,28/11/2024,Peru,Arequipa,Pedro Lopez,Escritorio,Muebles,2,409.19,818.38,Maritimo,Cancelado
649,8/2/2025,Argentina,Rosario,Ana Rodriguez,Impresora,Oficina,5,294.19,1470.95,Terrestre,En transito
650,27/9/2024,Uruguay,Salto,Pedro Martinez,Laptop,Electronica,3,121.25,363.75,Terrestre,Cancelado
651,4/3/2025,Peru,Arequipa,Ana Martinez,Auriculares,Accesorios,3,533.12,1599.36,Aereo,Pendiente
652,23/5/2024,Peru,Lima,Luis Sanchez,Escritorio,Muebles,4,1011.2,4044.8,Aereo,Pendiente
653,4/9/2024,Colombia,Bogota,Ana Lopez,Silla ergonomica,Muebles,4,433.43,1733.72,Aereo,Entregado
654,25/7/2024,Chile,Valparaiso,Ana Sanchez,Camara,Electronica,4,1003.29,4013.16,Aereo,Entregado
655,20/3/2024,Paraguay,Ciudad del Este,Luis Garcia,Escritorio,Muebles,1,540.32,540.32,Maritimo,Cancelado
656,14/10/2024,Paraguay,Encarnacion,Lucia Lopez,Impresora,Oficina,5,774.52,3872.6,Maritimo,Cancelado
657,31/8/2024,Brasil,Rio de Janeiro,Carlos Lopez,Laptop,Electronica,1,900.45,900.45,Terrestre,En transito
658,22/1/2025,Chile,Valparaiso,Lucia Lopez,Auriculares,Accesorios,1,747.28,747.28,Aereo,Pendiente
659,21/2/2024,Argentina,Rosario,Laura Garcia,Teclado,Accesorios,4,263.03,1052.12,Maritimo,En transito
660,21/2/2025,Colombia,Cali,Pedro Martinez,Escritorio,Muebles,2,94.47,188.94,Maritimo,Cancelado
661,23/2/2024,Argentina,Cordoba,Juan Garcia,Teclado,Accesorios,3,1005.78,3017.34,Aereo,Entregado
662,16/10/2024,Ecuador,Quito,Maria Sanchez,Silla ergonomica,Muebles,4,580.66,2322.64,Terrestre,En transito
663,6/3/2024,Argentina,Buenos Aires,Carlos Sanchez,Escritorio,Muebles,4,1000.52,4002.08,Maritimo,Cancelado
664,21/1/2025,Peru,Arequipa,Ana Martinez,Laptop,Electronica,4,405.07,1620.28,Terrestre,En transito
665,25/1/2025,Bolivia,La Paz,Lucia Sanchez,Laptop,Electronica,4,696.52,2786.08,Maritimo,Pendiente
666,16/7/2024,Ecuador,Guayaquil,Pedro Perez,Monitor,Electronica,1,52.73,52.73,Maritimo,Cancelado
667,9/9/2024,Ecuador,Guayaquil,Juan Martinez,Tablet,Electronica,1,240.25,240.25,Aereo,Pendiente
668,23/12/2024,Venezuela,Caracas,Ana Martinez,Tablet,Electronica,2,628.06,1256.12,Maritimo,Cancelado
669,19/3/2024,Peru,Cusco,Ana Rodriguez,Celular,Electronica,4,583.38,2333.52,Aereo,En transito
670,28/12/2024,Colombia,Bogota,Luis Martinez,Auriculares,Accesorios,1,1021.51,1021.51,Maritimo,Entregado
671,12/3/2025,Brasil,Sao Paulo,Laura Martinez,Celular,Electronica,4,302.71,1210.84,Aereo,Cancelado
672,29/7/2024,Peru,Cusco,Maria Garcia,Celular,Electronica,2,566.3,1132.6,Maritimo,Entregado
673,8/5/2024,Paraguay,Encarnacion,Juan Martinez,Monitor,Electronica,4,506.76,2027.04,Terrestre,En transito
674,3/3/2024,Brasil,Sao Paulo,Lucia Perez,Escritorio,Muebles,2,1053.03,2106.06,Terrestre,Entregado
675,5/3/2025,Bolivia,La Paz,Maria Perez,Auriculares,Accesorios,2,197.24,394.48,Maritimo,Pendiente
676,10/7/2024,Brasil,Rio de Janeiro,Carlos Lopez,Silla ergonomica,Muebles,1,743.31,743.31,Aereo,Cancelado
677,18/9/2024,Colombia,Medellin,Maria Garcia,Silla ergonomica,Muebles,3,597.26,1791.78,Terrestre,En transito
678,12/2/2024,Argentina,Buenos Aires,Laura Rodriguez,Escritorio,Muebles,1,58.94,58.94,Aereo,Entregado
679,15/6/2024,Uruguay,Paysandu,Maria Sanchez,Tablet,Electronica,5,1166.42,5832.1,Terrestre,Pendiente
680,1/1/2025,Chile,Concepcion,Pedro Rodriguez,Silla ergonomica,Muebles,3,238.51,715.53,Terrestre,Entregado
681,12/8/2024,Chile,Valparaiso,Ana Perez,Impresora,Oficina,1,1172.32,1172.32,Aereo,En transito
682,8/7/2024,Chile,Concepcion,Lucia Garcia,Escritorio,Muebles,1,642.02,642.02,Terrestre,Pendiente
683,24/12/2024,Argentina,Rosario,Laura Garcia,Auriculares,Accesorios,5,469.99,2349.95,Aereo,Pendiente
684,27/1/2024,Brasil,Rio de Janeiro,Ana Rodriguez,Escritorio,Muebles,4,856.9,3427.6,Aereo,En transito
685,11/5/2024,Colombia,Cali,Laura Lopez,Laptop,Electronica,4,914.18,3656.72,Aereo,Cancelado
686,15/2/2024,Bolivia,Cochabamba,Pedro Rodriguez,Auriculares,Accesorios,2,38.66,77.32,Maritimo,Entregado
687,9/11/2024,Bolivia,Santa Cruz,Laura Martinez,Camara,Electronica,5,267.25,1336.25,Aereo,Entregado
688,20/6/2024,Ecuador,Cuenca,Luis Lopez,Monitor,Electronica,2,224.2,448.4,Aereo,En transito
689,24/8/2024,Chile,Valparaiso,Juan Martinez,Escritorio,Muebles,3,993.97,2981.91,Aereo,Entregado
690,11/4/2024,Colombia,Medellin,Laura Sanchez,Auriculares,Accesorios,4,782.62,3130.48,Terrestre,Cancelado
691,16/10/2024,Venezuela,Valencia,Carlos Lopez,Silla ergonomica,Muebles,4,240.56,962.24,Aereo,Pendiente
692,2/6/2024,Paraguay,Encarnacion,Juan Martinez,Auriculares,Accesorios,5,617.25,3086.25,Terrestre,Cancelado
693,25/12/2024,Uruguay,Salto,Pedro Sanchez,Tablet,Electronica,4,401.85,1607.4,Maritimo,Cancelado
694,20/2/2024,Colombia,Medellin,Maria Garcia,Celular,Electronica,5,1042.07,5210.35,Aereo,En transito
695,1/10/2024,Bolivia,Santa Cruz,Luis Rodriguez,Escritorio,Muebles,1,504.6,504.6,Terrestre,En transito
696,12/4/2024,Bolivia,La Paz,Juan Martinez,Teclado,Accesorios,3,884.82,2654.46,Terrestre,Entregado
697,24/2/2025,Ecuador,Quito,Ana Perez,Laptop,Electronica,2,608.59,1217.18,Maritimo,Entregado
698,15/3/2025,Paraguay,Asuncion,Juan Rodriguez,Silla ergonomica,Muebles,2,756.26,1512.52,Terrestre,En transito
699,10/6/2024,Uruguay,Salto,Maria Perez,Teclado,Accesorios,3,819.51,2458.53,Aereo,Entregado
700,27/2/2025,Venezuela,Valencia,Maria Rodriguez,Tablet,Electronica,4,982.88,3931.52,Terrestre,Pendiente
701,2/7/2024,Chile,Concepcion,Juan Rodriguez,Auriculares,Accesorios,2,143.78,287.56,Maritimo,Cancelado
702,17/10/2024,Uruguay,Paysandu,Juan Lopez,Laptop,Electronica,4,1065.72,4262.88,Maritimo,Pendiente
703,24/3/2024,Uruguay,Paysandu,Juan Lopez,Laptop,Electronica,5,993.38,4966.9,Aereo,Pendiente
704,12/6/2024,Ecuador,Quito,Pedro Sanchez,Monitor,Electronica,4,263.35,1053.4,Maritimo,Pendiente
705,3/4/2024,Colombia,Medellin,Maria Garcia,Auriculares,Accesorios,2,1148.68,2297.36,Maritimo,En transito
706,23/3/2024,Paraguay,Ciudad del Este,Carlos Martinez,Impresora,Oficina,4,150.29,601.16,Terrestre,Entregado
707,22/1/2025,Bolivia,La Paz,Ana Rodriguez,Impresora,Oficina,5,141.89,709.45,Aereo,Entregado
708,15/2/2025,Ecuador,Cuenca,Maria Garcia,Monitor,Electronica,2,69.43,138.86,Maritimo,Cancelado
709,15/9/2024,Chile,Valparaiso,Luis Garcia,Camara,Electronica,4,71.42,285.68,Terrestre,Entregado
710,20/6/2024,Argentina,Cordoba,Ana Garcia,Teclado,Accesorios,1,810.24,810.24,Maritimo,Cancelado
711,23/2/2025,Bolivia,Cochabamba,Pedro Sanchez,Escritorio,Muebles,3,1007.12,3021.36,Maritimo,Cancelado
712,1/3/2025,Venezuela,Caracas,Lucia Rodriguez,Teclado,Accesorios,3,386.4,1159.2,Aereo,Pendiente
713,29/1/2024,Bolivia,Cochabamba,Luis Garcia,Monitor,Electronica,5,872.55,4362.75,Maritimo,Cancelado
714,5/12/2024,Paraguay,Ciudad del Este,Ana Martinez,Tablet,Electronica,1,948.82,948.82,Aereo,En transito
715,17/2/2025,Venezuela,Valencia,Luis Lopez,Tablet,Electronica,4,489.59,1958.36,Maritimo,En transito
716,26/4/2024,Uruguay,Salto,Maria Sanchez,Celular,Electronica,2,572.17,1144.34,Maritimo,Pendiente
717,9/9/2024,Brasil,Sao Paulo,Pedro Perez,Celular,Electronica,1,660.45,660.45,Aereo,En transito
718,5/8/2024,Chile,Santiago,Maria Rodriguez,Auriculares,Accesorios,1,541.68,541.68,Aereo,En transito
719,26/9/2024,Paraguay,Asuncion,Lucia Lopez,Auriculares,Accesorios,3,452.01,1356.03,Aereo,Pendiente
720,4/1/2024,Ecuador,Cuenca,Ana Garcia,Impresora,Oficina,3,63.88,191.64,Aereo,Cancelado
721,28/4/2024,Ecuador,Guayaquil,Laura Martinez,Laptop,Electronica,2,214.41,428.82,Terrestre,Entregado
722,14/10/2024,Brasil,Rio de Janeiro,Carlos Garcia,Celular,Electronica,1,177,177,Terrestre,Pendiente
723,26/7/2024,Paraguay,Asuncion,Laura Sanchez,Impresora,Oficina,3,781.96,2345.88,Maritimo,En transito
724,24/4/2024,Argentina,Cordoba,Pedro Perez,Laptop,Electronica,2,669.62,1339.24,Maritimo,En transito
725,25/12/2024,Ecuador,Cuenca,Luis Garcia,Monitor,Electronica,3,148.36,445.08,Maritimo,Cancelado
726,5/4/2024,Colombia,Bogota,Lucia Lopez,Teclado,Accesorios,2,76.87,153.74,Maritimo,Pendiente
727,14/3/2024,Bolivia,Santa Cruz,Carlos Garcia,Celular,Electronica,1,145.18,145.18,Maritimo,Entregado
728,13/6/2024,Brasil,Rio de Janeiro,Juan Garcia,Teclado,Accesorios,1,725.01,725.01,Terrestre,Entregado
729,23/12/2024,Ecuador,Guayaquil,Laura Lopez,Silla ergonomica,Muebles,4,1149.49,4597.96,Terrestre,En transito
730,23/8/2024,Peru,Lima,Luis Sanchez,Silla ergonomica,Muebles,3,912.27,2736.81,Aereo,Pendiente
731,25/10/2024,Argentina,Buenos Aires,Lucia Lopez,Impresora,Oficina,2,865.39,1730.78,Terrestre,Pendiente
732,3/1/2025,Colombia,Medellin,Maria Rodriguez,Escritorio,Muebles,4,1168.07,4672.28,Terrestre,En transito
733,31/7/2024,Brasil,Brasilia,Maria Sanchez,Silla ergonomica,Muebles,1,952.46,952.46,Maritimo,En transito
734,15/3/2024,Ecuador,Guayaquil,Maria Rodriguez,Impresora,Oficina,2,584.68,1169.36,Maritimo,Entregado
735,5/2/2024,Brasil,Brasilia,Juan Perez,Escritorio,Muebles,1,945.25,945.25,Terrestre,Cancelado
736,4/3/2025,Argentina,Buenos Aires,Luis Garcia,Celular,Electronica,3,69.61,208.83,Terrestre,Pendiente
737,20/12/2024,Uruguay,Montevideo,Laura Garcia,Silla ergonomica,Muebles,4,117.07,468.28,Aereo,Cancelado
738,4/1/2024,Uruguay,Montevideo,Luis Martinez,Tablet,Electronica,4,1191.29,4765.16,Terrestre,Cancelado
739,27/4/2024,Ecuador,Cuenca,Laura Sanchez,Camara,Electronica,4,385.5,1542,Aereo,Entregado
740,13/8/2024,Paraguay,Encarnacion,Ana Rodriguez,Celular,Electronica,1,444.19,444.19,Maritimo,Cancelado
741,30/10/2024,Paraguay,Asuncion,Laura Martinez,Escritorio,Muebles,4,559.22,2236.88,Terrestre,En transito
742,3/3/2025,Venezuela,Caracas,Juan Garcia,Auriculares,Accesorios,2,914.53,1829.06,Terrestre,En transito
743,22/9/2024,Chile,Santiago,Ana Perez,Auriculares,Accesorios,1,125.41,125.41,Maritimo,Pendiente
744,28/2/2025,Venezuela,Maracaibo,Luis Lopez,Camara,Electronica,2,927.43,1854.86,Terrestre,Cancelado
745,16/1/2025,Bolivia,Cochabamba,Maria Garcia,Camara,Electronica,3,440.98,1322.94,Terrestre,En transito
746,2/1/2024,Uruguay,Paysandu,Maria Lopez,Silla ergonomica,Muebles,5,249.96,1249.8,Aereo,En transito
747,16/9/2024,Paraguay,Asuncion,Lucia Sanchez,Silla ergonomica,Muebles,4,376.58,1506.32,Terrestre,Cancelado
748,26/8/2024,Chile,Valparaiso,Ana Sanchez,Camara,Electronica,2,883.28,1766.56,Terrestre,Pendiente
749,3/5/2024,Bolivia,Santa Cruz,Pedro Garcia,Auriculares,Accesorios,4,124.32,497.28,Aereo,En transito
750,17/8/2024,Uruguay,Salto,Laura Perez,Silla ergonomica,Muebles,2,624.52,1249.04,Aereo,En transito
751,11/8/2024,Venezuela,Maracaibo,Juan Sanchez,Tablet,Electronica,5,215.36,1076.8,Maritimo,En transito
752,12/1/2024,Chile,Santiago,Ana Perez,Impresora,Oficina,1,1185.48,1185.48,Terrestre,Entregado
753,25/4/2024,Paraguay,Ciudad del Este,Juan Rodriguez,Tablet,Electronica,5,689.59,3447.95,Terrestre,Pendiente
754,13/12/2024,Venezuela,Valencia,Maria Rodriguez,Monitor,Electronica,3,32.53,97.59,Maritimo,Pendiente
755,11/8/2024,Bolivia,La Paz,Laura Lopez,Auriculares,Accesorios,5,260.48,1302.4,Aereo,En transito
756,29/4/2024,Paraguay,Encarnacion,Lucia Sanchez,Monitor,Electronica,3,921.92,2765.76,Terrestre,Cancelado
757,25/11/2024,Bolivia,Santa Cruz,Carlos Rodriguez,Auriculares,Accesorios,2,704.39,1408.78,Terrestre,Entregado
758,23/1/2025,Paraguay,Asuncion,Laura Sanchez,Tablet,Electronica,3,1188.09,3564.27,Maritimo,En transito
759,24/1/2024,Uruguay,Salto,Laura Sanchez,Laptop,Electronica,3,204.5,613.5,Aereo,Entregado
760,11/4/2024,Peru,Arequipa,Maria Garcia,Escritorio,Muebles,5,962.66,4813.3,Terrestre,Pendiente
761,30/8/2024,Brasil,Rio de Janeiro,Carlos Lopez,Camara,Electronica,2,1124.59,2249.18,Aereo,Cancelado
